conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario						
1353	33277	361042	"CAN U ALSO HELP ME TO CHECK MY REDONE LOGIN PASSWORD, I FORGOT THIS"	1476509310	15460	0	14	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectOthers	False	None						
1354	33343	361222	how do i transfer name of my current phone line to	1476511732	15464	0	11	English	Billing	Make Payment - Selfcare	Billing	Document	Procedure	False	ChangeDetails						
1356	33390	361480	what is the qouta?	1476514926	15476	0	4	English	Billing	Billing Details	Wrong	Wrong	ObjectDefinition	False	None						
1356	33407	361572	all the suppline is active or what?	1476515522	15476	0	7	English	Billing	Billing Details	Billing	Barring	ObjectOthers	False	LineStatus						
1356	33410	361588	all the line is active or what?	1476515655	15476	0	7	English	Billing	Billing Details	Billing	Barring	Object	False	LineStatus						
1363	33579	362125	"but 01110698758 simcard was lost, and currently not using, may i know how can i register the selfcare account?"	1476522596	15498	0	19	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
1367	33661	362514	"There is a number which also based on redone. But, why do i still need to pay every time i call to that number ?"	1476529240	15518	0	25	English	Billing	Payment Status	Billing	BillBreakdown	Reason	False	ItemDefinition						
1367	33668	362532	may i know what telcho for that number?	1476529353	15518	0	8	English	Billing	Payment Status	Wrong	Wrong	ObjectName	False	None						
1367	33671	362541	u already check that number for me th?	1476529410	15518	0	8	English	Billing	Payment Status	Wrong	Wrong	ObjectName	False	None						
1367	33672	362544	u already help me to check the number?	1476529428	15518	0	8	English	Billing	Payment Status	Wrong	Wrong	ObjectName	False	None						
1385	34249	364834	means- the charged will be higher that it suppose to be?	1476596336	15611	0	11	English	Billing	Data Bundle / PPU Rate	Billing	BillOutstanding	Reason	False	WhyBillAmount						
1386	34274	364900	can you help me to check my account no?	1476597114	15613	0	9	English	Billing	Payment Status	Wrong	Wrong	Request	False	None						
1396	34573	365518	hi<NL>how do I register my username for redONE 1 login?	1476602304	15638	0	10	English	Billing	Payment Channel	Wrong	Wrong	Procedure	False	None						
1396	34582	365527	no .... I am lost on how to login into my ewallet	1476602404	15638	0	12	English	Billing	Payment Channel	Billing	PaymentChannel	Procedure	False	HowPay						
1403	34772	365856	May I know JB area have any branch outlets	1476609400	15652	0	9	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	ObjectLocation	False	None						
1410	34942	366206	if got song haha will we be charged	1476618561	15668	0	8	English	Billing	Billing Details	Wrong	Wrong	ObjectDefinition	False	None						
1410	34947	366231	if ringing tone got song but we hang up before voicemail. got any charge	1476618974	15668	0	14	English	Billing	Billing Details	Wrong	Wrong	ObjectDefinition	False	None						
1411	34984	366403	what u mean by my ic number is wwrong	1476621725	15677	0	9	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1421	35264	367812	please check my contract expiry	1476676953	15746	0	5	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1428	35429	368708	I want to change my plan to the new plan	1476686601	15787	0	10	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
1428	35433	368720	can you please check is it possible i can change to the new plan	1476686647	15787	0	14	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
1428	35450	368833	so can i request to downgrade my plan?	1476687216	15787	0	8	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
1428	35452	368848	ok can i request it now but can automatic activate on 1 st november?	1476687349	15787	0	13	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
1431	35508	369220	can i know when is my contracy end?	1476692248	15805	0	8	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1434	35575	370482	"Hi, is there a mobile apps that can check my usages, outstanding bills?"	1476757314	15865	0	13	English	Billing	Billing Details	Wrong	Wrong	ObjectName	False	None						
1436	35627	370570	Is my line still under contract for 01110767143 & 0147374399 ?	1476760046	15869	0	10	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	ObjectOthers	True	None						
1436	35629	370585	Can u let me know your own outlet in Kajang or bangi for me to change ownership?	1476760201	15869	0	17	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	ObjectLocation	False	None						
1442	35796	371004	"Example, people call me, but there is no ringing from my phone and no missed call also"	1476767853	15889	0	17	English	Billing	Payment Status	Billing	Barring	Reason	False	LineStatus						
1442	35798	371007	i have tried to call up redone complaining many times	1476767876	15889	0	10	English	Billing	Payment Status	Wrong	Wrong	Request	False	None						
1442	35815	371050	"please complain to redone regarding people stand infront of me call me, but there is no ringing of my phone"	1476768407	15889	0	20	English	Billing	Payment Status	Billing	Barring	Reason	False	LineStatus						
1448	35960	371411	where is the shop near by Johor bahru town?	1476776150	15908	0	9	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Wrong	Wrong	ObjectLocation	False	None						
1448	35963	371426	any other places?	1476776395	15908	0	3	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Wrong	Wrong	ObjectLocation	False	None						
1457	36154	371907	I have applied for my supplementary number to be promoted to master. I have received an email approval of my application. The number promoted to master is 012 - 9601986. Can i know what is my password to login to RedOne Selfcare Login for 012 - 9601986 ?	1476785743	15934	0	43	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectOthers	False	None						
1461	36223	372253	Change off address..	1476832796	15953	0	3	English	Billing	Billing Details	Billing	Document	Request	False	ChangeDetails						
1461	36226	372256	Hello. I need to change my address	1476832826	15953	0	7	English	Billing	Billing Details	Billing	Document	Request	False	ChangeDetails						
1466	36366	373077	Hi...i want to check my no 0165538844 got contracts	1476850870	15988	0	9	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
1479	36684	373966	"can you chack for me, jaya 33 pj have center or retail shop?"	1476867505	16023	0	12	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectLocation	False	None						
1480	36704	374004	How cn i change data 8 tp Redplan 8 ? Need to walk in to cs?	1476869303	16025	0	14	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	Procedure	True	None						
1483	36777	374206	why I cant use internet at 302.8 MB current usage?	1476874292	16034	0	9	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Reason	False	None						
1483	36784	374220	why I cant use internet at 302.8 MB current usage?	1476874941	16034	0	9	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Reason	False	None						
1497	37105	374922	CAN I KNOW WAHT BENEFIT OR PROMOTION THAT RED 1 PROVIDE FOR THEIR CUSTOMER	1476929131	16065	0	14	English	Billing	Payment Status	Wrong	Wrong	ObjectName	False	None						
1504	37328	375765	can i change my plan to RM 8 + RM 20 ( 1 gb)?	1476945330	16103	0	12	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
1510	37477	376672	"If I have 2 phone account with different phone number under 1 name, how to add the other phone number for online payment?tq"	1476958803	16136	0	23	English	Billing	Billing Details	Billing	BillingOthers	Procedure	False	None						
1510	37486	376722	Yes.the other account using 0195180713. do i have to register another online account using the other number then?	1476959617	16136	0	17	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
1535	38031	378788	I cannot log in frm master account...it showing invalid code and i alrdy tried many times...help me	1477100441	16228	0	17	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1537	38086	378825	CLIR and All divert removed from account already ?	1477101278	16230	0	9	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
1557	38638	381009	CHANGE NEW ADDRESS	1477199981	16306	0	3	English	Billing	Billing Address	Billing	Document	Request	False	ChangeDetails						
1557	38639	381013	HAI...MAY I REQUEST TO CHANGING MY ADDRESS?	1477200030	16306	0	7	English	Billing	Billing Address	Billing	Document	Request	False	ChangeDetails						
1559	38701	381145	kindly please help increase my credit limit for line 0169493698 	1477202260	16311	0	10	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1574	39153	382072	i need to increase my credit limit	1477264330	16348	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1575	39188	382208	Increase limit for month of october 2016 	1477269431	16353	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1589	39547	384270	Are you able to check how much DATA has the number 016 - 3384942 has used up? How to top-up the data only for 1 or 2 days?	1477357813	16432	0	26	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectNumeric	False	None						
1596	39739	385389	"Hi, can u please check for me the data plan used for this number 0192961449 ?.TQ"	1477374291	16474	0	15	English	Billing	Billing Details	Wrong	Wrong	ObjectName	False	None						
1599	39796	386119	Where is the nearest customer centre in puncak alam?	1477386630	16500	0	9	English	Billing	Billing Charges	Wrong	Wrong	ObjectLocation	False	None						
1606	39983	387165	i have already click top up 1 gb rm 20 but i dont get any message about it. can you please help check what problem is it?	1477453048	16544	0	25	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Reason	False	None						
1611	40210	387454	Hi<NL>Please increase my credit limit<NL> 01115857569 	1477458412	16554	0	5	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1620	40446	388871	can u up my credit limit for me	1477483926	16608	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1622	40513	389154	My sub line STILL no data	1477528065	16619	0	6	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	Reason	False	None						
1626	40676	389933	hi i would like to top up my credit limit of this month	1477542769	16647	0	13	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1628	40736	390101	How can I check when will my data be refreshed every month?	1477546469	16657	0	12	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectTime	False	None						
1642	41055	391515	I have change my house address	1477617884	16721	0	6	English	Billing	Payment Status	Billing	Document	Request	False	ChangeDetails						
1645	41120	392575	"I got 4 number in redone, i wan set me credit limit at rm 50 how set it? N how 2 online check others number bill?"	1477632098	16762	0	25	English	Billing	Increase credit limit	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
1656	41444	393787	Can u check this no 01110553170 when expire contracts for data 8 	1477649181	16810	0	12	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1664	41664	394416	My credit limit is rm 100.00. Now I over alrdy. So I can not call . So want can I do now?	1477706114	16832	0	21	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
1681	42096	396428	"Hi,<NL>i would like to temporary increase my credit limit to 150.00 <NL>yesterday i did make a payment of RM 50.00 the OR Number is 13704815 "	1477810961	16922	0	23	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1689	42368	397101	can i increase my credit limit for 0138181288 	1477829443	16947	0	8	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1691	42420	397317	HI	1477871541	16957	0	1	English	Billing	Billing Details	None	None	None	False							
1693	42486	397442	Please help to check when is my contract expired date?	1477874137	16962	0	10	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1695	42528	397572	"I would like to credit limit for 1 of my lines from RM 50 to RM 100. Just wondering, what is the procedure to do so?"	1477876693	16967	0	24	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1698	42605	397814	"Hi, need your assistance to check my account contract period?"	1477880091	16979	0	10	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1699	42628	397879	I would like to reduce credit limit for my sub no 0177406707 from RM 100 back to RM 50 only	1477880615	16980	0	18	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	DecreaseCreditLimit						
1701	42670	398090	why i.cant on the daily data ?	1477882749	16986	0	7	English	Billing	Billing Details	Wrong	Wrong	Reason	False	None						
1705	42761	398279	Contract Period	1477884230	16999	0	2	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1707	42797	398327	Enquiry on contract end date.	1477884743	17001	0	5	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1711	42929	398546	hi...my fon no 0193657116 has been barred...can u increase the credit limit to activate?	1477886613	17010	0	14	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1717	43109	398851	please advice i can attaend promotion data 8 1 gb plan ?	1477889522	17028	0	10	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
1726	43299	399919	Can you check when I submit this redone plan	1477900893	17074	0	9	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1730	43363	400276	"Hi, would like to check my current contract status"	1477906309	17093	0	9	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1732	43389	400368	can i change credit limit online	1477907625	17099	0	6	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
1732	43394	400381	can you change 01110762380 credit limit to 200 	1477907834	17099	0	8	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1741	43580	401359	Hi.. morning.<NL>I'm nazurah.. my ref:-<NL>Last 4 digit ic : 5116 <NL>Svc no : 0133092349 <NL><NL>Pls help me to change my current bundle to Unlimited	1477960355	17145	0	22	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None						
1742	43593	401673	Pls help me to change my bundle to Unlimited	1477962353	17163	0	9	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None						
1760	44065	403725	"HI, I registered 2 lines under my name in early of Oct. I log in today for the first time and i discovered that i can only see 1 line in my page. Do i need to log in using the other number to get the bill?"	1477971667	17256	0	47	English	Billing	Billing Details	Wrong	Wrong	Reason	False	None						
1778	44491	405833	hie.. may i know when is my contract due?	1477983917	17359	0	9	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1784	44638	406949	May i know why my credit limit change back to rm 50 again.	1477990089	17403	0	12	English	Billing	Increase credit limit	Billing	CreditLimit	Reason	False	CheckCreditLimitAmount						
1804	45167	408455	"My area is affecting area, and it affect for few months"	1478046359	17478	0	11	English	Billing	Unsuspend lines - (Within 50 days)	Wrong	Wrong	Others	True	None						
1805	45189	408469	For november i already change for 30 rgt data plan	1478046738	17480	0	9	English	Billing	Billing Charges	Wrong	Wrong	Reason	False	None						
1808	45256	408680	"If I wan upgrade to the plan Rm 8 but 1 Gb per months, nid any cost or penalty?"	1478048826	17488	0	17	English	Billing	Product Charges	Wrong	Wrong	ObjectNumeric	False	None						
1808	45261	408708	But I am under 6 months contact	1478049073	17488	0	6	English	Billing	Product Charges	None	None	None	False	None						
1808	45267	408737	"Oh OK, how can I upgrade by email?"	1478049255	17488	0	8	English	Billing	Product Charges	Wrong	Wrong	Procedure	False	None						
1808	45271	408750	After fill in send to which email?	1478049338	17488	0	7	English	Billing	Product Charges	Wrong	Wrong	Procedure	False	None						
1808	45274	408799	it's possible if I chg my plan to 1 G	1478049781	17488	0	9	English	Billing	Product Charges	Wrong	Wrong	Request	False	None						
1808	45276	408821	its only upgrade my data n the other call or SMS is same like now	1478049997	17488	0	15	English	Billing	Product Charges	Wrong	Wrong	ObjectDefinition	False	None						
1811	45341	408959	"if i want to go to the redone store, where can i find around cyberjaya?"	1478051368	17500	0	15	English	Billing	Billing Charges	Wrong	Wrong	ObjectLocation	False	None						
1811	45342	408961	"by the way, do i still have contract with redone?"	1478051391	17500	0	10	English	Billing	Billing Charges	Wrong	Wrong	ObjectOthers	False	None						
1811	45345	409016	any nearest store near cyberjaya?	1478051802	17500	0	5	English	Billing	Billing Charges	Wrong	Wrong	ObjectLocation	False	None						
1812	45364	408863	partner login	1478050422	17502	0	2	English	Billing	Payment Channel	Wrong	Wrong	None	False	None						
1812	45368	408882	"so, how login partner account"	1478050521	17502	0	5	English	Billing	Payment Channel	Wrong	Wrong	Procedure	False	None						
1814	45432	409193	AMount should not be more than RM 50 	1478052856	17506	0	7	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectOthers	False	CheckCreditLimitAmount						
1814	45437	409244	what is the minimum ?	1478053216	17506	0	5	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectNumeric	False	CheckCreditLimitAmount						
1814	45444	409288	OK. Can you please cap it at RM 30. 	1478053585	17506	0	8	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	DecreaseCreditLimit						
1816	45494	409341	IM LEE CHAN WENG<NL>TEL : 012 - 4599988 <NL>I/C : 760812 - 08 - 6025 <NL><NL>I REQUESTED FOR PLAN CHANGE VIA EMAIL AND GOT REPLY AS BELOW.<NL><NL>WHY 01111119392 and 01110709392 NEED WAIT TILL DECEMBER TO CHANGE PLAN SINCE CONTRACT ALREADY EXPIRE?	1478054009	17517	0	33	English	Billing	Billing Details	Wrong	Wrong	Reason	False	None						
1817	45520	409430	can u check for me my package how long my contract start using until today.	1478054874	17524	0	15	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1817	45523	409439	I want to check my phone no 0166626610 how long my contract with RedOne.	1478054927	17524	0	14	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1819	45573	409604	i tot every month only pay RM 8.00 ?	1478056379	17529	0	8	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount						
1819	45603	409854	now i wanna merge these 2 nos into 1 bill	1478057957	17529	0	10	English	Billing	Billing Details	Billing	BillingOthers	Request	False	None						
1821	45679	409918	my play is there have 1 gb for internet?	1478058383	17532	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Wrong	Wrong	ObjectNumeric	False	None						
1822	45703	409781	i would like to combine both	1478057539	17535	0	6	English	Billing	Make Payment - Selfcare	Billing	BillingOthers	Request	False	None						
1822	45709	409817	can u provide me the temporary password for my master line	1478057774	17535	0	11	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Request	False	None						
1823	45740	409987	my contract main line 0166626610 already expire	1478058736	17542	0	7	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1827	45832	410881	btw what is the different btw 2 mainline and 1 main+ 1 supp ?	1478066950	17580	0	11	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1833	46023	411583	when can i enjoy 2 % discount?	1478070788	17612	0	6	English	Billing	Auto Debit Application	Wrong	Wrong	Object	False	None						
1833	46036	411664	when the 2 % discount show in the bill?	1478071220	17612	0	8	English	Billing	Auto Debit Application	Wrong	Wrong	Object	False	None						
1834	46074	411844	red 1 have any promotion	1478072883	17616	0	5	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1834	46077	411857	how much 1 month	1478072951	17616	0	4	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1834	46079	411863	so tatal i need pay how much for 8 gb	1478072999	17616	0	10	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1834	46089	411912	before i 3 gb then after i upgrade 5 gb	1478073562	17616	0	9	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1836	46122	411852	"Yesterday I just upgrade my 2 number to Data 8 + , but why I receive SMS say Next month RM 40 and RM 30 will be chaged in my bill ?"	1478072913	17620	0	29	English	Billing	Billing Dispute	Wrong	Wrong	Reason	False	None						
1836	46124	411867	"0198275288 i upgrade to Data 8 + add on addition 1 GB , RM 28 "	1478073037	17620	0	12	English	Billing	Billing Dispute	Wrong	Wrong	None	False	None						
1836	46125	411870	"and 0194386113 , i upgrade to Data 8 + only"	1478073063	17620	0	9	English	Billing	Billing Dispute	Wrong	Wrong	None	False	None						
1836	46126	411871	RM 8 per month	1478073070	17620	0	3	English	Billing	Billing Dispute	Wrong	Wrong	None	False	None						
1840	46204	412303	good evening. i've just changed my redONE package to Data 8 +. what i had understand is that i pay rm 8 per month to enjoy a 1 gb data bundle. but now i've gotten a message saying that a charge of rm 20 will be charged to my account every month. may i know what is the rm 20 for?	1478076211	17638	0	55	English	Billing	Billing Dispute	Wrong	Wrong	Reason	False	None						
1843	46298	412958	BUT I THINK I ALREADY ACTIVATE THE ROAMING SERVICE	1478084684	17662	0	9	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	None	False	None						
1843	46302	412974	I SAW UR COMPANY COME OUT A NEW PLAN	1478084842	17662	0	9	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	None	False	None						
1843	46305	412977	Y I CANNOT CHANGE MY PLAN?	1478084863	17662	0	6	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	Reason	False	None						
1843	46306	412979	THE AGENT TOLD ME THAT IF I CHANGE MY PLAN I ONLY CAN GET 500 MB	1478084884	17662	0	15	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	None	False	None						
1843	46313	413004	IF CAN PLEASE HELP ME CHANGE MY 01110874126 & 0124834476 FROM REDPLAN 8 BECOME DATA 8 +	1478085165	17662	0	15	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	Request	False	None						
1843	46323	413017	SO AGAIN U SURE THAT THE NUMBERS THAT I MENTIONED CAN CHANGE FROM REDPLAN 8 BECOME DATA 8 +??	1478085382	17662	0	18	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	None	False	None						
1843	46326	413021	SINCE WHEN EXISTING CUSTOMER CAN CHANGE THE PLAN N GET 1 GB?	1478085461	17662	0	11	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	None	False	None						
1843	46327	413022	COS LASTIME I ASK MY AGENT AND HE TOLD ME THAT ONLY FOR MNP CUSTOMER?	1478085488	17662	0	15	English	Billing	Un-bar lines - Overdue Payment	Wrong	Wrong	None	False	None						
1844	46365	413090	yeah..i remembered that i did not purchase any top up data	1478086358	17666	0	11	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1846	46422	413293	my question is besides this no I have another number 0177852538. i received a message from redone saying i have used 70 % of 1 gb. I am not sure how come this much	1478091175	17675	0	32	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Object	False	None						
1846	46433	413315	What is the actual gb size I am entitled to?	1478091655	17675	0	10	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Object	False	None						
1846	46447	413381	how do I subscribe to that ? what is the min i need to pay every month ?	1478092880	17675	0	18	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	None	False	None						
1846	46449	413387	will this reduce my bill cheaper with same usage ?	1478093026	17675	0	10	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	None	False	None						
1846	46450	413388	is there a contract to it ?	1478093043	17675	0	7	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	None	False	None						
1846	46459	413408	by logging in to my acc?	1478093902	17675	0	6	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	None	False	None						
1850	46581	413627	I only over using 14 MB	1478131737	17689	0	5	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	None	False	None						
1851	46605	413629	"Hi, can u pls check for me the product charges RM 66 is for which package?thanks"	1478131808	17690	0	15	English	Billing	Product Charges	Wrong	Wrong	Object	False	None						
1851	46612	413639	"yes 2 number, but we sign for Data 8 package how come charge RM 66 ?"	1478132103	17690	0	13	English	Billing	Product Charges	Wrong	Wrong	Reason	False	None						
1854	46671	413979	Hi I want to know when will my contract with redone be over?	1478136165	17708	0	13	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1855	46704	414060	I Want to change	1478137376	17709	0	4	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
1855	46709	414105	What about redone data 8 +	1478137610	17709	0	5	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1855	46710	414114	How much for utility tax	1478137644	17709	0	5	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1855	46714	414141	"Miss,what is the cheapest plan in redone"	1478137769	17709	0	7	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1856	46723	414059	want to know about the contract for my plan	1478137375	17715	0	9	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1866	46913	415033	i want to check the data usage breakdown for the number: 01110510892 	1478144630	17756	0	12	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Object	False	None						
1866	46914	415041	"inside my self care portal i din see any breakdown for this number, only for the number 01128579218 "	1478144711	17756	0	18	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Object	False	None						
1870	46993	415335	"Hi, I'm Baharudin. I would like to ask about my account for this no : 01110579530. <NL>Why this month bill I didn't get the RM 8 commitment for teacher reward program?"	1478147694	17768	0	30	English	Billing	Billing Dispute	Wrong	Wrong	None	False	None						
1871	47025	415377	"I hv signed up Data 8 + plan and get 1 GB. to top up additional bundle, 1 GB for RM 20 2 GB for RM 30 am I right?"	1478147982	17769	0	24	English	Billing	Billing Details	Wrong	Wrong	Object	False	None						
1871	47033	415402	"there is difference, in * 123 #, it is RM 35 for 2 GB."	1478148147	17769	0	11	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1871	47035	415413	"But in your website, it states thre 2 GB for RM 30. "	1478148249	17769	0	10	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1871	47036	415417	Data 1 GB<NL>Data Bundles<NL> 1 GB+ RM 20 <NL> 2 GB+ RM 30 <NL> 3 GB+ RM 40 	1478148302	17769	0	6	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1872	47051	415394	pls help to check contract until when ?	1478148083	17771	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Wrong	Wrong	None	False	None						
1875	47127	415742	"hi yesterday i request for porting, why denied?"	1478152438	17789	0	8	English	Billing	Billing Details	Wrong	Wrong	Reason	False	None						
1880	47251	416430	Status	1478160297	17827	0	1	English	Billing	Unsuspend lines - (Within 50 days)	Wrong	Wrong	Object	False	None						
1880	47256	416459	Status for my 0139191109 	1478160407	17827	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Wrong	Wrong	Object	False	None						
1882	47298	416627	i have emailed to careline for my ic & credit card for change plan and autopay.. pls confirm.	1478162191	17832	0	18	English	Billing	Auto Debit Application	Wrong	Wrong	Object	False	None						
1882	47308	416658	"btw, i would like to cancel the 100 MB data plan too"	1478162313	17832	0	11	English	Billing	Auto Debit Application	Wrong	Wrong	Request	False	None						
1882	47314	416680	"ok... and i also would like to change plan for 0167311963 ic and request form has been sent via email, please confirm"	1478162467	17832	0	22	English	Billing	Auto Debit Application	Wrong	Wrong	Request	False	None						
1882	47333	416766	ok... thanks... so data 8 and autopay and cancellation of 100 MB date have already done for 0167311963 right?	1478163075	17832	0	17	English	Billing	Auto Debit Application	Wrong	Wrong	Object	False	None						
1883	47347	416644	i register the redone on 30 / 10 / 16 and my card is activated on 31 / 10 / 16 	1478162241	17834	0	13	English	Billing	Billing Charges	Wrong	Wrong	None	False	None						
1883	47362	416810	"meaning even i use half day, and charge me RM 8 ?"	1478163393	17834	0	10	English	Billing	Billing Charges	Wrong	Wrong	None	False	None						
1890	47590	418009	any discount as i start using at 28 oct	1478219229	17892	0	8	English	Billing	Billing Details	Wrong	Wrong	None	False	None						
1892	47631	418099	"If I request to increase the limit call to 200 , can you do it ? Or I need to call service centre ?"	1478221204	17895	0	24	English	Billing	Late bills	Wrong	Wrong	Request	False	None						
1892	47632	418107	As my sub-line can't call out..	1478221361	17895	0	6	English	Billing	Late bills	Wrong	Wrong	Object	False	None						
1899	47768	418510	My account id: 200441993 balance 63.60 still haven't waive	1478226466	17919	0	8	English	Billing	Waiver	Wrong	Wrong	Object	False	None						
1899	47769	418528	last mth conversation said will waive on this month billing	1478226558	17919	0	10	English	Billing	Waiver	Wrong	Wrong	Object	False	None						
